Property_ID,Title,Property_Type,Purpose,Category,Price_AED,Rent_Frequency,Bedrooms,Bathrooms,Area_SQFT,Price_Per_SQFT,Community,City,Tier,Latitude,Longitude,Furnished,Completion_Status,Agency,Date_Listed,Date_Extracted,Price_Category,Bedroom_Label
PF100414,2 BR Villa in Arabian Ranches,Villa,For Rent,Residential,250430,Yearly,2,2,4993,50.16,Arabian Ranches,Dubai,Luxury,25.05059,55.265727,Furnished,Ready,Fäm Properties,2024-09-07,2025-02-20,Luxury,2 Bedrooms
PF100415,1 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,39292,Yearly,1,1,1772,22.17,Al Barsha,Dubai,Mid-Tier,25.101186,55.204059,Unfurnished,Off-Plan,Fäm Properties,2024-10-03,2025-02-20,Affordable,1 Bedroom
PF100416,3 BR Apartment in Jumeirah Village Circle,Apartment,For Rent,Residential,55822,Yearly,3,3,635,87.91,Jumeirah Village Circle,Dubai,Affordable,25.065936,55.215174,Semi-Furnished,Ready,Driven Properties,2024-04-12,2025-02-20,Mid-Tier,3 Bedrooms
PF100417,Studio Apartment in Dubai Marina,Studio,For Rent,Residential,38720,Yearly,0,1,2377,16.29,Dubai Marina,Dubai,Luxury,25.083133,55.146553,Unfurnished,Ready,Betterhomes,2024-11-23,2025-02-20,Affordable,Studio
PF100418,2 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,40884,Yearly,2,2,908,45.03,Dubai Production City,Dubai,Affordable,25.031416,55.190466,Semi-Furnished,Off-Plan,Espace Real Estate,2024-11-28,2025-02-20,Affordable,2 Bedrooms
PF100419,4 BR Apartment in Al Nahda,Apartment,For Rent,Residential,46501,Yearly,4,4,1790,25.98,Al Nahda,Dubai,Affordable,25.291943,55.382654,Semi-Furnished,Ready,CBRE UAE,2024-12-11,2025-02-20,Affordable,4 Bedrooms
PF100420,3 BR Villa in Business Bay,Villa,For Rent,Residential,80088,Yearly,3,3,4989,16.05,Business Bay,Dubai,Mid-Tier,25.194174,55.268188,Semi-Furnished,Off-Plan,Fäm Properties,2024-04-15,2025-02-20,Mid-Tier,3 Bedrooms
PF100421,1 BR Penthouse in Downtown Dubai,Penthouse,For Rent,Residential,84262,Yearly,1,1,557,151.28,Downtown Dubai,Dubai,Luxury,25.192487,55.26908,Furnished,Off-Plan,Coldwell Banker,2025-01-08,2025-02-20,Mid-Tier,1 Bedroom
PF100422,3 BR Apartment in Arjan,Apartment,For Rent,Residential,36738,Yearly,3,3,1627,22.58,Arjan,Dubai,Affordable,25.036865,55.220369,Unfurnished,Off-Plan,Savills UAE,2024-12-21,2025-02-20,Affordable,3 Bedrooms
PF100423,4 BR Villa in Dubai Production City,Villa,For Rent,Residential,54513,Yearly,4,4,3450,15.8,Dubai Production City,Dubai,Affordable,25.031406,55.199067,Semi-Furnished,Off-Plan,Coldwell Banker,2024-03-11,2025-02-20,Mid-Tier,4 Bedrooms
PF100424,4 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,91690,Yearly,4,4,1713,53.53,Al Barsha,Dubai,Mid-Tier,25.108237,55.199042,Furnished,Ready,Engel & Völkers,2024-12-06,2025-02-20,Mid-Tier,4 Bedrooms
PF100425,1 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,89208,Yearly,1,1,1450,61.52,Dubai Hills Estate,Dubai,Mid-Tier,25.10813,55.231738,Semi-Furnished,Ready,Provident Estate,2024-08-04,2025-02-20,Mid-Tier,1 Bedroom
PF100426,2 BR Apartment in Bur Dubai,Apartment,For Rent,Residential,50900,Yearly,2,2,2261,22.51,Bur Dubai,Dubai,Affordable,25.25278,55.299016,Unfurnished,Ready,Provident Estate,2024-12-28,2025-02-20,Mid-Tier,2 Bedrooms
PF100427,1 BR Villa in Downtown Dubai,Villa,For Rent,Residential,75360,Yearly,1,1,4549,16.57,Downtown Dubai,Dubai,Luxury,25.187984,55.275845,Furnished,Off-Plan,Espace Real Estate,2024-02-29,2025-02-20,Mid-Tier,1 Bedroom
PF100428,3 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,52291,Yearly,3,3,651,80.32,Dubai Sports City,Dubai,Affordable,25.037332,55.227131,Unfurnished,Ready,Provident Estate,2024-09-29,2025-02-20,Mid-Tier,3 Bedrooms
PF100429,4 BR Villa in Bur Dubai,Villa,For Rent,Residential,55378,Yearly,4,4,4534,12.21,Bur Dubai,Dubai,Affordable,25.24849,55.301684,Unfurnished,Ready,Provident Estate,2024-07-25,2025-02-20,Mid-Tier,4 Bedrooms
PF100430,3 BR Villa in Deira,Villa,For Rent,Residential,28268,Yearly,3,3,485,58.28,Deira,Dubai,Affordable,25.263747,55.316692,Semi-Furnished,Off-Plan,Espace Real Estate,2024-10-16,2025-02-20,Affordable,3 Bedrooms
PF100431,Studio Apartment in Arabian Ranches,Studio,For Rent,Residential,88255,Yearly,0,1,2249,39.24,Arabian Ranches,Dubai,Luxury,25.061332,55.271396,Semi-Furnished,Ready,Allsopp & Allsopp,2024-10-30,2025-02-20,Mid-Tier,Studio
PF100432,1 BR Apartment in Arjan,Apartment,For Rent,Residential,39394,Yearly,1,1,2438,16.16,Arjan,Dubai,Affordable,25.043214,55.218496,Semi-Furnished,Off-Plan,Provident Estate,2025-01-23,2025-02-20,Affordable,1 Bedroom
PF100433,3 BR Townhouse in Arjan,Townhouse,For Rent,Residential,41283,Yearly,3,3,3835,10.76,Arjan,Dubai,Affordable,25.037478,55.210543,Furnished,Off-Plan,Savills UAE,2024-05-30,2025-02-20,Affordable,3 Bedrooms
PF100434,3 BR Townhouse in Dubai Production City,Townhouse,For Rent,Residential,36231,Yearly,3,3,394,91.96,Dubai Production City,Dubai,Affordable,25.038283,55.201788,Semi-Furnished,Ready,CBRE UAE,2024-11-22,2025-02-20,Affordable,3 Bedrooms
PF100435,3 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,315373,Yearly,3,3,3699,85.26,Palm Jumeirah,Dubai,Luxury,25.109645,55.132096,Semi-Furnished,Off-Plan,Driven Properties,2024-12-30,2025-02-20,Luxury,3 Bedrooms
PF100436,3 BR Townhouse in Dubai Production City,Townhouse,For Rent,Residential,52860,Yearly,3,3,2607,20.28,Dubai Production City,Dubai,Affordable,25.043936,55.193949,Unfurnished,Off-Plan,Espace Real Estate,2024-05-15,2025-02-20,Mid-Tier,3 Bedrooms
PF100437,4 BR Penthouse in International City,Penthouse,For Rent,Residential,39472,Yearly,4,4,1556,25.37,International City,Dubai,Affordable,25.164853,55.419384,Semi-Furnished,Ready,Allsopp & Allsopp,2024-08-22,2025-02-20,Affordable,4 Bedrooms
PF100438,3 BR Villa in Al Barsha,Villa,For Rent,Residential,53485,Yearly,3,3,2106,25.4,Al Barsha,Dubai,Mid-Tier,25.108667,55.205122,Semi-Furnished,Ready,Espace Real Estate,2024-11-08,2025-02-20,Mid-Tier,3 Bedrooms
PF100439,Studio Apartment in Deira,Studio,For Rent,Residential,23178,Yearly,0,1,673,34.44,Deira,Dubai,Affordable,25.276165,55.308933,Unfurnished,Ready,Allsopp & Allsopp,2024-12-04,2025-02-20,Affordable,Studio
PF100440,1 BR Townhouse in Mirdif,Townhouse,For Rent,Residential,28171,Yearly,1,1,659,42.75,Mirdif,Dubai,Mid-Tier,25.22559,55.426814,Semi-Furnished,Off-Plan,Savills UAE,2024-08-24,2025-02-20,Affordable,1 Bedroom
PF100441,1 BR Penthouse in Downtown Dubai,Penthouse,For Rent,Residential,103275,Yearly,1,1,343,301.09,Downtown Dubai,Dubai,Luxury,25.191234,55.277538,Unfurnished,Ready,Betterhomes,2024-10-23,2025-02-20,Premium,1 Bedroom
PF100442,4 BR Villa in Arabian Ranches,Villa,For Rent,Residential,261642,Yearly,4,4,645,405.65,Arabian Ranches,Dubai,Luxury,25.050495,55.2725,Furnished,Off-Plan,Coldwell Banker,2024-04-21,2025-02-20,Luxury,4 Bedrooms
PF100443,3 BR Penthouse in International City,Penthouse,For Rent,Residential,44644,Yearly,3,3,1120,39.86,International City,Dubai,Affordable,25.163655,55.418639,Furnished,Off-Plan,CBRE UAE,2024-03-07,2025-02-20,Affordable,3 Bedrooms
PF100444,2 BR Townhouse in DAMAC Hills,Townhouse,For Rent,Residential,93100,Yearly,2,2,2615,35.6,DAMAC Hills,Dubai,Mid-Tier,25.021826,55.250061,Unfurnished,Ready,Driven Properties,2024-09-20,2025-02-20,Mid-Tier,2 Bedrooms
PF100445,3 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,83384,Yearly,3,3,2360,35.33,Dubai Hills Estate,Dubai,Mid-Tier,25.109785,55.24694,Unfurnished,Off-Plan,Engel & Völkers,2024-10-20,2025-02-20,Mid-Tier,3 Bedrooms
PF100446,4 BR Penthouse in Deira,Penthouse,For Rent,Residential,67845,Yearly,4,4,1296,52.35,Deira,Dubai,Affordable,25.274849,55.318725,Semi-Furnished,Off-Plan,Savills UAE,2024-09-22,2025-02-20,Mid-Tier,4 Bedrooms
PF100447,3 BR Apartment in Palm Jumeirah,Apartment,For Rent,Residential,297102,Yearly,3,3,576,515.8,Palm Jumeirah,Dubai,Luxury,25.110053,55.144773,Semi-Furnished,Ready,Fäm Properties,2024-05-23,2025-02-20,Luxury,3 Bedrooms
PF100448,2 BR Apartment in Bur Dubai,Apartment,For Rent,Residential,38032,Yearly,2,2,1316,28.9,Bur Dubai,Dubai,Affordable,25.248946,55.295179,Furnished,Ready,Engel & Völkers,2024-07-25,2025-02-20,Affordable,2 Bedrooms
PF100449,2 BR Villa in Dubai Silicon Oasis,Villa,For Rent,Residential,35670,Yearly,2,2,1847,19.31,Dubai Silicon Oasis,Dubai,Affordable,25.129842,55.385062,Unfurnished,Ready,Provident Estate,2024-05-08,2025-02-20,Affordable,2 Bedrooms
PF100450,2 BR Villa in Al Barsha,Villa,For Rent,Residential,47718,Yearly,2,2,2011,23.73,Al Barsha,Dubai,Mid-Tier,25.115199,55.206127,Furnished,Ready,Allsopp & Allsopp,2024-08-01,2025-02-20,Affordable,2 Bedrooms
PF100451,3 BR Apartment in Dubai Marina,Apartment,For Rent,Residential,175166,Yearly,3,3,473,370.33,Dubai Marina,Dubai,Luxury,25.08746,55.137724,Unfurnished,Off-Plan,Engel & Völkers,2024-07-11,2025-02-20,Premium,3 Bedrooms
PF100452,4 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,168225,Yearly,4,4,2169,77.56,Dubai Hills Estate,Dubai,Mid-Tier,25.118903,55.230565,Unfurnished,Off-Plan,CBRE UAE,2024-10-27,2025-02-20,Premium,4 Bedrooms
PF100453,4 BR Townhouse in Downtown Dubai,Townhouse,For Rent,Residential,212407,Yearly,4,4,1781,119.26,Downtown Dubai,Dubai,Luxury,25.196344,55.266807,Unfurnished,Off-Plan,Betterhomes,2024-10-23,2025-02-20,Luxury,4 Bedrooms
PF100454,1 BR Penthouse in Palm Jumeirah,Penthouse,For Rent,Residential,232614,Yearly,1,1,712,326.71,Palm Jumeirah,Dubai,Luxury,25.108909,55.141256,Furnished,Off-Plan,Provident Estate,2024-06-12,2025-02-20,Luxury,1 Bedroom
PF100455,3 BR Townhouse in Mirdif,Townhouse,For Rent,Residential,70777,Yearly,3,3,1856,38.13,Mirdif,Dubai,Mid-Tier,25.221075,55.412411,Unfurnished,Off-Plan,Coldwell Banker,2025-01-24,2025-02-20,Mid-Tier,3 Bedrooms
PF100456,3 BR Villa in Mirdif,Villa,For Rent,Residential,86936,Yearly,3,3,1424,61.05,Mirdif,Dubai,Mid-Tier,25.230685,55.42192,Semi-Furnished,Off-Plan,Provident Estate,2024-03-23,2025-02-20,Mid-Tier,3 Bedrooms
PF100457,3 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,36508,Yearly,3,3,897,40.7,Dubai Production City,Dubai,Affordable,25.040101,55.200771,Furnished,Ready,Coldwell Banker,2024-09-30,2025-02-20,Affordable,3 Bedrooms
PF100458,1 BR Townhouse in Arjan,Townhouse,For Rent,Residential,41923,Yearly,1,1,2807,14.94,Arjan,Dubai,Affordable,25.039819,55.21817,Unfurnished,Ready,Espace Real Estate,2024-02-25,2025-02-20,Affordable,1 Bedroom
PF100459,1 BR Townhouse in Downtown Dubai,Townhouse,For Rent,Residential,106722,Yearly,1,1,1138,93.78,Downtown Dubai,Dubai,Luxury,25.196197,55.271093,Unfurnished,Off-Plan,Fäm Properties,2024-08-03,2025-02-20,Premium,1 Bedroom
PF100460,3 BR Apartment in Palm Jumeirah,Apartment,For Rent,Residential,326443,Yearly,3,3,1114,293.04,Palm Jumeirah,Dubai,Luxury,25.113937,55.141997,Furnished,Off-Plan,Fäm Properties,2024-11-02,2025-02-20,Luxury,3 Bedrooms
PF100461,4 BR Penthouse in Dubai Silicon Oasis,Penthouse,For Rent,Residential,76935,Yearly,4,4,621,123.89,Dubai Silicon Oasis,Dubai,Affordable,25.118521,55.37713,Furnished,Ready,Fäm Properties,2024-12-20,2025-02-20,Mid-Tier,4 Bedrooms
PF100462,4 BR Penthouse in Bur Dubai,Penthouse,For Rent,Residential,44512,Yearly,4,4,624,71.33,Bur Dubai,Dubai,Affordable,25.24644,55.291764,Semi-Furnished,Off-Plan,Driven Properties,2024-07-12,2025-02-20,Affordable,4 Bedrooms
PF100463,3 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,295952,Yearly,3,3,3325,89.01,Arabian Ranches,Dubai,Luxury,25.058258,55.269819,Unfurnished,Ready,Espace Real Estate,2024-09-18,2025-02-20,Luxury,3 Bedrooms
PF100464,1 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,172176,Yearly,1,1,1005,171.32,Palm Jumeirah,Dubai,Luxury,25.106611,55.136941,Furnished,Off-Plan,CBRE UAE,2024-03-20,2025-02-20,Premium,1 Bedroom
PF100465,Studio Apartment in Downtown Dubai,Studio,For Rent,Residential,71018,Yearly,0,1,2446,29.03,Downtown Dubai,Dubai,Luxury,25.2025,55.266065,Semi-Furnished,Ready,Allsopp & Allsopp,2024-06-14,2025-02-20,Mid-Tier,Studio
PF100466,2 BR Villa in Deira,Villa,For Rent,Residential,25295,Yearly,2,2,2677,9.45,Deira,Dubai,Affordable,25.268563,55.302028,Furnished,Ready,Betterhomes,2024-10-27,2025-02-20,Affordable,2 Bedrooms
PF100467,2 BR Penthouse in International City,Penthouse,For Rent,Residential,29977,Yearly,2,2,1415,21.19,International City,Dubai,Affordable,25.164271,55.406602,Semi-Furnished,Ready,Savills UAE,2025-01-23,2025-02-20,Affordable,2 Bedrooms
PF100468,3 BR Penthouse in Arabian Ranches,Penthouse,For Rent,Residential,320665,Yearly,3,3,2486,128.99,Arabian Ranches,Dubai,Luxury,25.049493,55.266343,Furnished,Ready,Engel & Völkers,2024-11-03,2025-02-20,Luxury,3 Bedrooms
PF100469,2 BR Penthouse in Jumeirah Village Circle,Penthouse,For Rent,Residential,46823,Yearly,2,2,937,49.97,Jumeirah Village Circle,Dubai,Affordable,25.055171,55.198002,Unfurnished,Off-Plan,Engel & Völkers,2024-04-10,2025-02-20,Affordable,2 Bedrooms
PF100470,Studio Apartment in Dubai Production City,Studio,For Rent,Residential,23268,Yearly,0,1,2314,10.06,Dubai Production City,Dubai,Affordable,25.043039,55.195541,Unfurnished,Off-Plan,Savills UAE,2024-02-05,2025-02-20,Affordable,Studio
PF100471,Studio Apartment in Al Barsha,Studio,For Rent,Residential,36963,Yearly,0,1,1830,20.2,Al Barsha,Dubai,Mid-Tier,25.102271,55.207043,Unfurnished,Ready,Espace Real Estate,2024-09-11,2025-02-20,Affordable,Studio
PF100472,3 BR Villa in Deira,Villa,For Rent,Residential,34340,Yearly,3,3,998,34.41,Deira,Dubai,Affordable,25.268145,55.304291,Semi-Furnished,Off-Plan,Driven Properties,2024-12-10,2025-02-20,Affordable,3 Bedrooms
PF100473,2 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,27144,Yearly,2,2,580,46.8,Dubai Production City,Dubai,Affordable,25.027748,55.191792,Unfurnished,Off-Plan,Driven Properties,2024-12-23,2025-02-20,Affordable,2 Bedrooms
PF100474,3 BR Villa in Arabian Ranches,Villa,For Rent,Residential,256864,Yearly,3,3,508,505.64,Arabian Ranches,Dubai,Luxury,25.046343,55.278794,Furnished,Ready,Driven Properties,2024-02-12,2025-02-20,Luxury,3 Bedrooms
PF100475,1 BR Penthouse in Mirdif,Penthouse,For Rent,Residential,57855,Yearly,1,1,333,173.74,Mirdif,Dubai,Mid-Tier,25.215756,55.411214,Furnished,Off-Plan,Coldwell Banker,2024-10-10,2025-02-20,Mid-Tier,1 Bedroom
PF100476,3 BR Townhouse in Jumeirah Village Circle,Townhouse,For Rent,Residential,78465,Yearly,3,3,609,128.84,Jumeirah Village Circle,Dubai,Affordable,25.055705,55.214871,Furnished,Off-Plan,Coldwell Banker,2024-04-15,2025-02-20,Mid-Tier,3 Bedrooms
PF100477,4 BR Penthouse in Dubai Marina,Penthouse,For Rent,Residential,148204,Yearly,4,4,1087,136.34,Dubai Marina,Dubai,Luxury,25.088414,55.135302,Furnished,Ready,Provident Estate,2024-08-14,2025-02-20,Premium,4 Bedrooms
PF100478,3 BR Villa in Deira,Villa,For Rent,Residential,53004,Yearly,3,3,624,84.94,Deira,Dubai,Affordable,25.263684,55.314206,Semi-Furnished,Ready,Engel & Völkers,2024-03-20,2025-02-20,Mid-Tier,3 Bedrooms
PF100479,2 BR Townhouse in Deira,Townhouse,For Rent,Residential,22677,Yearly,2,2,695,32.63,Deira,Dubai,Affordable,25.274594,55.310492,Unfurnished,Off-Plan,Driven Properties,2024-04-03,2025-02-20,Affordable,2 Bedrooms
PF100480,2 BR Apartment in Jumeirah Lake Towers,Apartment,For Rent,Residential,79822,Yearly,2,2,1192,66.96,Jumeirah Lake Towers,Dubai,Mid-Tier,25.078065,55.134819,Unfurnished,Ready,Espace Real Estate,2024-09-10,2025-02-20,Mid-Tier,2 Bedrooms
PF100481,4 BR Apartment in Mirdif,Apartment,For Rent,Residential,91408,Yearly,4,4,1295,70.59,Mirdif,Dubai,Mid-Tier,25.211279,55.40904,Unfurnished,Ready,Fäm Properties,2025-01-19,2025-02-20,Mid-Tier,4 Bedrooms
PF100482,1 BR Villa in Dubai Marina,Villa,For Rent,Residential,98367,Yearly,1,1,1098,89.59,Dubai Marina,Dubai,Luxury,25.084219,55.137068,Furnished,Ready,Fäm Properties,2024-12-17,2025-02-20,Mid-Tier,1 Bedroom
PF100483,4 BR Apartment in Business Bay,Apartment,For Rent,Residential,94869,Yearly,4,4,2298,41.28,Business Bay,Dubai,Mid-Tier,25.179853,55.274634,Unfurnished,Off-Plan,Provident Estate,2024-12-27,2025-02-20,Mid-Tier,4 Bedrooms
PF100484,3 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,258382,Yearly,3,3,2403,107.52,Palm Jumeirah,Dubai,Luxury,25.120373,55.138706,Semi-Furnished,Off-Plan,CBRE UAE,2024-09-12,2025-02-20,Luxury,3 Bedrooms
PF100485,1 BR Villa in Arjan,Villa,For Rent,Residential,35548,Yearly,1,1,3001,11.85,Arjan,Dubai,Affordable,25.049448,55.206506,Semi-Furnished,Ready,Allsopp & Allsopp,2024-12-03,2025-02-20,Affordable,1 Bedroom
PF100486,1 BR Penthouse in Dubai Sports City,Penthouse,For Rent,Residential,31063,Yearly,1,1,1378,22.54,Dubai Sports City,Dubai,Affordable,25.043832,55.224082,Semi-Furnished,Off-Plan,Espace Real Estate,2024-12-23,2025-02-20,Affordable,1 Bedroom
PF100487,4 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,513871,Yearly,4,4,2306,222.84,Palm Jumeirah,Dubai,Luxury,25.108814,55.130267,Unfurnished,Ready,CBRE UAE,2024-11-02,2025-02-20,Luxury,4 Bedrooms
PF100488,4 BR Villa in Arjan,Villa,For Rent,Residential,69832,Yearly,4,4,2992,23.34,Arjan,Dubai,Affordable,25.042996,55.20744,Semi-Furnished,Ready,Betterhomes,2024-03-21,2025-02-20,Mid-Tier,4 Bedrooms
PF100489,1 BR Apartment in Business Bay,Apartment,For Rent,Residential,47770,Yearly,1,1,738,64.73,Business Bay,Dubai,Mid-Tier,25.184907,55.256975,Semi-Furnished,Off-Plan,Engel & Völkers,2024-11-19,2025-02-20,Affordable,1 Bedroom
PF100490,4 BR Townhouse in Dubai Sports City,Townhouse,For Rent,Residential,42324,Yearly,4,4,3351,12.63,Dubai Sports City,Dubai,Affordable,25.037414,55.229357,Furnished,Off-Plan,Allsopp & Allsopp,2024-02-07,2025-02-20,Affordable,4 Bedrooms
PF100491,Studio Apartment in Al Nahda,Studio,For Rent,Residential,14913,Yearly,0,1,2003,7.45,Al Nahda,Dubai,Affordable,25.298341,55.385285,Semi-Furnished,Off-Plan,CBRE UAE,2024-03-01,2025-02-20,Affordable,Studio
PF100492,Studio Apartment in Downtown Dubai,Studio,For Rent,Residential,64916,Yearly,0,1,619,104.87,Downtown Dubai,Dubai,Luxury,25.206092,55.283612,Furnished,Ready,CBRE UAE,2024-03-21,2025-02-20,Mid-Tier,Studio
PF100493,1 BR Villa in Deira,Villa,For Rent,Residential,26069,Yearly,1,1,2387,10.92,Deira,Dubai,Affordable,25.271101,55.31845,Semi-Furnished,Off-Plan,Allsopp & Allsopp,2024-11-12,2025-02-20,Affordable,1 Bedroom
PF100494,2 BR Penthouse in DAMAC Hills,Penthouse,For Rent,Residential,86437,Yearly,2,2,2049,42.18,DAMAC Hills,Dubai,Mid-Tier,25.034956,55.234136,Semi-Furnished,Off-Plan,CBRE UAE,2024-05-03,2025-02-20,Mid-Tier,2 Bedrooms
PF100495,1 BR Penthouse in Dubai Silicon Oasis,Penthouse,For Rent,Residential,31562,Yearly,1,1,1590,19.85,Dubai Silicon Oasis,Dubai,Affordable,25.121902,55.391337,Unfurnished,Off-Plan,Fäm Properties,2024-08-09,2025-02-20,Affordable,1 Bedroom
PF100496,1 BR Villa in Arabian Ranches,Villa,For Rent,Residential,159824,Yearly,1,1,4857,32.91,Arabian Ranches,Dubai,Luxury,25.061823,55.264482,Unfurnished,Off-Plan,Betterhomes,2024-09-19,2025-02-20,Premium,1 Bedroom
PF100497,2 BR Apartment in Downtown Dubai,Apartment,For Rent,Residential,142059,Yearly,2,2,853,166.54,Downtown Dubai,Dubai,Luxury,25.207068,55.270437,Furnished,Ready,Fäm Properties,2024-07-03,2025-02-20,Premium,2 Bedrooms
PF100498,2 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,184244,Yearly,2,2,659,279.58,Palm Jumeirah,Dubai,Luxury,25.111607,55.132122,Unfurnished,Ready,Provident Estate,2024-06-15,2025-02-20,Premium,2 Bedrooms
PF100499,2 BR Apartment in Mirdif,Apartment,For Rent,Residential,65148,Yearly,2,2,1937,33.63,Mirdif,Dubai,Mid-Tier,25.222481,55.412549,Semi-Furnished,Off-Plan,Engel & Völkers,2024-03-11,2025-02-20,Mid-Tier,2 Bedrooms
PF100500,3 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,119247,Yearly,3,3,453,263.24,Dubai Hills Estate,Dubai,Mid-Tier,25.118516,55.239526,Furnished,Off-Plan,Fäm Properties,2024-03-12,2025-02-20,Premium,3 Bedrooms
